Account,classification,total_trades,total_pnl,avg_pnl,win_rate,avg_trade_size_usd,total_volume_usd,avg_fee
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,neutral,7,1093.05677,156.15096714285713,1.0,1828.1614285714284,12797.13,0.18281542857142857
0x8170715b3b381dffb7062c0298972d4727a0a63b,extreme fear,60,0.0,0.0,0.0,4414.397666666667,264863.86,0.5377799666666667
0x8170715b3b381dffb7062c0298972d4727a0a63b,fear,283,25515.534502,90.16089930035335,0.4098939929328622,1323.9820494699645,374686.92,0.16100988339222616
0x8170715b3b381dffb7062c0298972d4727a0a63b,greed,96,12788.744018,133.21608352083334,0.22916666666666666,2191.4045833333334,210374.84,0.4644490416666667
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,extreme fear,8,0.0,0.0,0.0,2351.285,18810.28,0.03816003625
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,extreme greed,10,33.26141600000001,3.326141600000001,0.2,669.609,6696.09,0.154664128
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,fear,119,9146.077249,76.85779200840337,0.4117647058823529,50896.4131092437,6056673.16,17.788156097899158
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,greed,363,1843.301845,5.077966515151515,0.34710743801652894,2235.8243801652893,811604.25,0.33594323991735536
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,neutral,1,0.0,0.0,0.0,456.83,456.83,0.00185097
0x8477e447846c758f5a675856001ea72298fd9cb5,extreme fear,291,2199.104352,7.557059628865979,0.30584192439862545,830.8578694158075,241779.63999999998,0.2887483092783505
0x8477e447846c758f5a675856001ea72298fd9cb5,extreme greed,632,6318.000084,9.996835575949367,0.40664556962025317,984.2635601265822,622054.57,0.3135884335443038
0x8477e447846c758f5a675856001ea72298fd9cb5,fear,923,3723.872005,4.034530882990249,0.3120260021668472,860.7866955579632,794506.12,0.28638698158179854
0x8477e447846c758f5a675856001ea72298fd9cb5,greed,886,-15013.458726,-16.945213009029345,0.2945823927765237,885.9731602708804,784972.22,0.2999883520993228
0x8477e447846c758f5a675856001ea72298fd9cb5,neutral,91,158.921877,1.7463942527472527,0.2857142857142857,321.0692307692308,29217.3,0.0846232967032967
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,greed,169,12245.905048999999,72.46097662130177,0.4437869822485207,2370.67449704142,400643.99,0.8297356449704142
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,fear,994,7471.942472,7.517044740442656,0.176056338028169,1138.8416498993965,1132008.6,0.1910113490945674
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,greed,459,4162.714013,9.06909371023965,0.3202614379084967,1050.2903921568627,482083.29,0.11789608336775599
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,neutral,244,-7983.980283,-32.72123066803279,0.06967213114754098,5882.512991803278,1435333.17,1.170967131147541
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,extreme fear,1,0.0,0.0,0.0,0.01,0.01,0.0
